CAMPUS,C20GP15R,C20GV15R,C2CRB15R,C30GP15R,C30GV15R,C3CRB15R,C40GP15R,C40GV15R,C4CRB15R,CA0GP15R,CA0GV15R,CACRB15R,CB0GP15R,CB0GV15R,CBCRB15R,CE0GP15R,CE0GV15R,CECRB15R,CF0GP15R,CF0GV15R,CFCRB15R,CH0GP15R,CH0GV15R,CHCRB15R,CI0GP15R,CI0GV15R,CICRB15R,CL0GP15R,CL0GV15R,CLCRB15R,CM0GP15R,CM0GV15R,CMCRB15R,CR0GP15R,CR0GV15R,CRCRB15R,CS0GP15R,CS0GV15R,CSCRB15R,CW0GP15R,CW0GV15R,CWCRB15R
1902001,-1,-1,-1,-1,-1,-1,.,.,.,55.4,12.5,22,66.7,16.7,20,53.8,23.1,40,53.3,3.3,16,-1,-1,-1,.,.,.,.,.,.,57.7,23.1,29,46.2,23.1,-1,50,50,-1,56.8,13.6,26
1902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1902103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1903001,-1,-1,.,-1,-1,-1,.,.,.,64.4,53.4,27,-1,-1,-1,50,50,13,73,64.9,26,-1,-1,-1,.,.,.,.,.,.,55.6,41.7,27,41.7,41.7,0,-1,-1,.,69.8,58.7,27
1903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1904001,.,.,.,-1,-1,.,.,.,.,100,100,6,100,100,0,100,100,10,100,100,0,100,100,-1,.,.,.,.,.,.,100,100,17,100,100,0,100,100,-1,100,100,10
1904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1906002,.,.,.,.,.,.,.,.,.,86.2,58.6,33,-1,-1,.,80,80,-1,92.3,61.5,40,-1,-1,.,.,.,.,.,.,.,81.3,56.3,29,60,40,-1,-1,-1,.,88.5,57.7,33
1906040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1906102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1907001,.,.,.,-1,-1,-1,.,.,.,92.6,90.9,17,92.2,92.2,15,95.1,93.1,13,94.5,94.5,13,94.3,92.9,11,.,.,.,-1,-1,-1,90.5,86.9,22,94.4,92.2,4,100,100,-1,92.2,88.2,23
1907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1907101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1907102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1907107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1907110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1908002,-1,-1,-1,-1,-1,-1,.,.,.,62.5,42,24,61.1,44.4,42,62.5,41.7,23,72.3,51.1,22,55.6,44.4,17,.,.,.,.,.,.,51.2,31.7,28,33.3,26.7,0,33.3,33.3,.,61.4,38.6,21
1908041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1908101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1908102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1909001,.,.,.,.,.,.,.,.,.,96.9,96.9,25,.,.,.,92.9,92.9,-1,100,100,-1,-1,-1,-1,.,.,.,.,.,.,93.8,93.8,-1,100,100,.,100,100,.,96.8,96.8,29
1909101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2901001,-1,-1,-1,-1,-1,.,.,.,.,91.7,66.7,28,-1,-1,-1,86.8,71.1,14,92.6,63.9,22,93.1,76.9,21,.,.,.,100,83.3,.,90.7,69.4,35,87.3,76.1,15,68.8,62.5,-1,89.7,51.3,33
2901002,-1,-1,.,.,.,.,.,.,.,7.7,2.6,-1,.,.,.,0,0,.,4.5,0,-1,10.5,5.3,.,.,.,.,-1,-1,.,11.8,5.9,-1,11.5,3.8,-1,.,.,.,5.6,0,-1
2901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2901104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2901105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3801001,.,.,.,-1,-1,.,.,.,.,85,15,32,-1,-1,-1,66.7,33.3,-1,90.5,23.8,36,-1,-1,-1,.,.,.,.,.,.,78.9,5.3,20,72.7,18.2,0,-1,-1,.,90.3,12.9,40
3801103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3902001,-1,-1,-1,-1,-1,-1,.,.,.,82.1,63.6,41,50,25,-1,72.5,62.3,29,78.6,59.5,42,76.2,66.7,7,.,.,.,-1,-1,-1,85.4,67.4,39,66.7,60,0,66.7,66.7,-1,85.3,63.8,50
3902004,-1,-1,.,.,.,.,.,.,.,43.8,43.8,.,-1,-1,.,33.3,33.3,.,55.6,55.6,.,-1,-1,.,.,.,.,.,.,.,28.6,28.6,.,45.5,45.5,.,-1,-1,.,77.8,77.8,.
3902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903001,66.7,66.7,60,40,0,-1,.,.,.,69.3,48.4,39,57.6,44.8,13,59.6,48.1,27,63.8,38.2,33,71.2,56.8,48,-1,-1,-1,27.3,27.3,-1,75.6,60,47,58.1,50.6,18,57.1,45.2,43,80.6,46.1,54
3903004,.,.,.,.,.,.,.,.,.,25.8,22.6,-1,11.1,11.1,.,27.8,27.8,.,21.4,14.3,-1,11.1,0,-1,-1,-1,.,.,.,.,29.4,29.4,-1,31.6,31.6,-1,25.8,22.6,-1,50,50,-1
3903044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3903201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3904001,-1,-1,-1,.,.,.,.,.,.,87.7,67.5,26,.,.,.,80,64,20,91.4,63.8,17,83.3,66.7,-1,.,.,.,.,.,.,83.9,71.4,39,78.6,69,7,-1,-1,-1,87.7,67,28
3904005,.,.,.,.,.,.,.,.,.,75,75,-1,.,.,.,77.8,77.8,-1,87.5,87.5,-1,-1,-1,.,.,.,.,.,.,.,62.5,62.5,-1,69.2,69.2,-1,-1,-1,.,69.2,69.2,-1
3904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3905001,-1,-1,-1,.,.,.,.,.,.,58.9,30.8,18,47.1,11.8,9,56.3,29.6,14,70.9,36.4,16,57.7,34.6,16,.,.,.,-1,-1,-1,46.2,25,21,40.3,28.4,8,9.1,9.1,-1,62.9,34.3,36
3905004,.,.,.,.,.,.,.,.,.,0,0,-1,.,.,.,0,0,.,0,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,.,0,0,-1,.,.,.,0,0,-1
3905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3905102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3905103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3906001,.,.,.,.,.,.,.,.,.,82.5,62.5,11,.,.,.,94.4,77.8,13,90.9,68.2,8,-1,-1,-1,.,.,.,.,.,.,72.2,55.6,20,78.3,73.9,0,-1,-1,.,84.6,64.1,12
3906004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3907001,.,.,.,.,.,.,.,.,.,93.6,85.9,35,-1,-1,-1,88.9,85.2,30,95.2,83.3,29,92.9,85.7,-1,.,.,.,.,.,.,91.7,88.9,46,90.6,90.6,11,75,75,-1,93.4,85.2,41
3907004,.,.,.,.,.,.,.,.,.,27.8,27.8,.,.,.,.,37.5,37.5,.,21.4,21.4,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,.,.,.,.,27.8,27.8,.
3907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
3907102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4901001,-1,-1,-1,90,70,56,.,.,.,83.3,67,39,-1,-1,-1,78.7,71.9,31,83.3,64.7,41,75,61.1,28,-1,-1,-1,-1,-1,-1,83.2,69.2,38,70.3,64.9,17,82.4,76.5,-1,87.4,70.6,44
4901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5901001,-1,-1,-1,.,.,.,.,.,.,82.1,48.7,54,-1,-1,.,75,66.7,-1,73.9,39.1,50,-1,-1,.,.,.,.,.,.,.,93.8,62.5,63,58.3,50,20,80,80,-1,83.3,47.2,52
5901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5902001,.,.,.,.,.,.,.,.,.,86.8,58.5,55,.,.,.,-1,-1,-1,82.8,51.7,57,-1,-1,-1,.,.,.,.,.,.,91.7,66.7,52,50,50,-1,83.3,83.3,-1,86.5,59.6,53
5902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5904001,-1,-1,.,.,.,.,.,.,.,78.9,71.1,45,.,.,.,77.8,77.8,20,68.4,57.9,30,64.3,64.3,-1,-1,-1,.,-1,-1,.,89.5,84.2,60,69.6,65.2,44,-1,-1,.,86.4,72.7,44
5904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
6902001,.,.,.,.,.,.,.,.,.,50,25,42,.,.,.,33.3,16.7,-1,56.3,31.3,46,-1,-1,-1,.,.,.,.,.,.,37.5,12.5,33,40,40,-1,-1,-1,-1,54.5,27.3,44
6902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7901001,.,.,.,.,.,.,.,.,.,45.7,5.7,10,.,.,.,45.5,4.5,7,40,6.7,0,43.8,6.3,11,.,.,.,-1,-1,.,50,5,20,37.9,6.9,0,20,20,-1,-1,-1,-1
7901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7902001,.,.,.,.,.,.,.,.,.,84.2,76.3,33,.,.,.,79.6,73.5,24,89.3,80.4,38,81.4,71.2,26,.,.,.,-1,-1,.,79.3,72.4,27,67.4,65.1,12,0,0,-1,87.3,81.8,42
7902005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7902006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7904001,.,.,.,.,.,.,.,.,.,95.6,93.3,14,-1,-1,.,94,92.9,9,96.1,94.8,12,94.3,94.3,10,.,.,.,.,.,.,94.8,91.4,17,95.1,95.1,8,100,100,.,100,89.3,26
7904002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7904103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7905001,.,.,.,-1,-1,-1,.,.,.,68.1,41.3,23,-1,-1,-1,55.2,28.4,11,79.1,51.3,21,70.6,41.2,21,.,.,.,-1,-1,-1,55.1,29.6,27,60,28,9,30.8,15.4,-1,63.5,43.2,27
7905005,.,.,.,.,.,.,.,.,.,15,0,-1,.,.,.,27.3,0,.,9.1,0,-1,8.3,0,-1,.,.,.,-1,-1,-1,22.2,0,.,15.4,0,-1,-1,-1,.,25,0,.
7905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7905103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7905104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7905105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7906001,.,.,.,.,.,.,.,.,.,84.7,73.7,9,.,.,.,82.4,72.1,16,86.7,78.3,13,87.2,77.7,5,.,.,.,-1,-1,-1,82.8,69,5,80,76.7,5,75,75,-1,75,58.3,27
7906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
7906102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8901001,-1,-1,-1,.,.,.,.,.,.,92.6,73,44,78.6,78.6,20,87.2,72.3,42,94.5,72.6,38,86.7,63.3,38,-1,-1,-1,-1,-1,.,90.7,73.3,51,88.2,77.9,37,-1,-1,-1,97,76.8,49
8901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8901105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8902001,-1,-1,-1,.,.,.,.,.,.,62.8,36.1,36,38.7,29,13,52.2,35.6,25,62,31.5,38,64.8,38,46,.,.,.,0,0,-1,63.6,40.9,34,41.6,28.6,9,20,20,-1,72,37.3,40
8902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8902103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8903001,-1,-1,-1,.,.,.,.,.,.,65,56.7,35,66.7,33.3,-1,67.9,60.7,27,58.8,47.1,21,65.6,59.4,22,.,.,.,-1,-1,-1,73.1,69.2,71,65.5,62.1,14,60,60,-1,66.7,61.9,42
8903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
8903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9901001,.,.,.,.,.,.,.,.,.,96.7,93.4,20,.,.,.,95.7,92.8,17,97.8,93.3,16,95.7,92.9,20,.,.,.,100,100,0,95.7,93.5,26,98.2,98.2,3,100,100,-1,100,95.2,20
9901002,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,-1,-1,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.
9901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10901001,.,.,.,.,.,.,.,.,.,82.4,58.8,54,.,.,.,60,40,-1,83.3,66.7,50,-1,-1,-1,.,.,.,.,.,.,81.8,54.5,57,-1,-1,-1,-1,-1,.,78.6,57.1,55
10902001,-1,-1,.,.,.,.,.,.,.,89.3,77.2,45,-1,-1,-1,82,72,35,84.4,71.9,35,78.1,71.9,27,-1,-1,-1,-1,-1,.,92.9,81.2,55,87,85.2,14,90.9,90.9,-1,92.9,80.5,47
10902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11901001,71.4,0,29,-1,-1,-1,-1,-1,-1,61,14.2,34,60,20,21,49.1,20,19,68.5,16.5,40,52.7,18.3,22,-1,-1,-1,0,0,-1,52.9,11.8,28,46.4,17.4,23,36.4,22.7,14,65.8,10.5,46
11901002,66.7,16.7,40,-1,-1,.,.,.,.,61.5,19.7,36,38.5,0,14,54.2,19.8,34,64.2,22,32,57.9,22.9,36,.,.,.,10,5,20,58.6,17.2,41,58.9,16.4,35,22.7,22.7,-1,72.2,17.7,38
11901005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11901022,-1,-1,.,-1,-1,.,.,.,.,3.2,2.2,17,0,0,-1,4.3,2.9,20,5.6,2.8,-1,3.6,1.8,-1,.,.,.,0,0,.,1.8,1.8,0,6.8,4.5,-1,0,0,.,3.7,3.7,-1
11901033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
